id,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,true_label
261,0.27483734488487244,0.547155499458313,0.030268851667642593,0.12911356985569,0.018624747171998024,1
664,0.028809845447540283,0.07712016999721527,0.18038229644298553,0.6958193182945251,0.01786830835044384,3
111,0.0678892433643341,0.04154979810118675,0.10174594819545746,0.15811225771903992,0.630702793598175,0
388,0.02739681303501129,0.031741172075271606,0.2846342921257019,0.22014106810092926,0.43608665466308594,2
771,0.18807366490364075,0.37916985154151917,0.027352256700396538,0.3295561969280243,0.07584802806377411,4
889,0.014568252488970757,0.020496847108006477,0.8447833061218262,0.023227831348776817,0.09692376852035522,4
336,0.1012260764837265,0.5293314456939697,0.2786545753479004,0.03829919174313545,0.05248873680830002,2
220,0.1076144352555275,0.7955054640769958,0.056795667856931686,0.028251895681023598,0.011832649819552898,1
190,0.18212281167507172,0.7267115116119385,0.040149662643671036,0.034710172563791275,0.016305826604366302,1
202,0.03523123636841774,0.10679154098033905,0.8158168196678162,0.022603612393140793,0.01955682784318924,1
498,0.03170938044786453,0.2074786275625229,0.6819502115249634,0.057687077671289444,0.021174784749746323,2
395,0.034997109323740005,0.04913845658302307,0.17418153584003448,0.7164438962936401,0.0252390094101429,2
279,0.6990494728088379,0.18824154138565063,0.00627911789342761,0.016010750085115433,0.09041909873485565,1
170,0.2380770593881607,0.6541414856910706,0.01133934035897255,0.07884296029806137,0.017599133774638176,0
897,0.0528302900493145,0.015467717312276363,0.014826946891844273,0.031661029905080795,0.8852139711380005,4
150,0.04701601713895798,0.22323699295520782,0.4021992087364197,0.3017233908176422,0.025824395939707756,0
656,0.041535884141922,0.05193738639354706,0.03418796509504318,0.8406945466995239,0.03164425864815712,3
497,0.011186360381543636,0.07667382806539536,0.8725753426551819,0.028587400913238525,0.010976987890899181,2
116,0.12714625895023346,0.03589124232530594,0.014938877895474434,0.014162098057568073,0.8078615665435791,0
131,0.034230370074510574,0.03865820914506912,0.5824543833732605,0.053827013820409775,0.29082998633384705,0
826,0.08087955415248871,0.02027962915599346,0.01406877487897873,0.1332601010799408,0.7515118718147278,4
490,0.05265097692608833,0.12805670499801636,0.7071949243545532,0.07152984291315079,0.040567535907030106,2
105,0.671816349029541,0.2653709948062897,0.005469738505780697,0.019560011103749275,0.03778284043073654,0
462,0.08370597660541534,0.5565471649169922,0.22183643281459808,0.1035597175359726,0.034350745379924774,2
663,0.030434342101216316,0.037462763488292694,0.04178078845143318,0.8726577758789062,0.017664259299635887,3
605,0.16606120765209198,0.3278186023235321,0.14722087979316711,0.26708176732063293,0.09181758016347885,3
020,0.1186719462275505,0.7431616187095642,0.04603293910622597,0.07732781767845154,0.014805646613240242,0
585,0.035637665539979935,0.16578485071659088,0.32359209656715393,0.45975178480148315,0.015233623795211315,3
177,0.5476475358009338,0.40196678042411804,0.009374112822115421,0.01353405974805355,0.027477504685521126,1
746,0.0402042418718338,0.0445275604724884,0.04995614290237427,0.8296666741371155,0.035645391792058945,4
597,0.2553979456424713,0.5925890207290649,0.015283671207726002,0.09111537784337997,0.04561399668455124,3
028,0.5520355701446533,0.22300735116004944,0.006165153346955776,0.13475893437862396,0.0840330570936203,0
246,0.23169195652008057,0.7087424993515015,0.014243707992136478,0.0313560850918293,0.013965705409646034,1
435,0.03124742954969406,0.01706111431121826,0.029873503372073174,0.03243429958820343,0.8893836736679077,2
589,0.27039089798927307,0.17597123980522156,0.019472161307930946,0.4712978005409241,0.06286793947219849,3
144,0.24633096158504486,0.06802631914615631,0.016490813344717026,0.4396592080593109,0.229492649435997,0
730,0.07370594888925552,0.27203989028930664,0.047837644815444946,0.5274453163146973,0.07897119969129562,3
786,0.14642316102981567,0.20404286682605743,0.055051498115062714,0.5262550711631775,0.06822744756937027,4
511,0.016500277444720268,0.055389564484357834,0.8942416310310364,0.018921436741948128,0.014947020448744297,2
318,0.07733475416898727,0.7841413021087646,0.09655208885669708,0.03306453675031662,0.008907293900847435,1
096,0.47246843576431274,0.47946542501449585,0.00812474638223648,0.018563691526651382,0.021377742290496826,0
559,0.7398158311843872,0.1858716607093811,0.0060593364760279655,0.016099201515316963,0.052153993397951126,3
819,0.048691052943468094,0.14631856977939606,0.5610045790672302,0.2235090583562851,0.020476799458265305,4
885,0.13784559071063995,0.6167237758636475,0.06098555773496628,0.1605178415775299,0.023927150294184685,4
126,0.0756596028804779,0.01613464206457138,0.011035341769456863,0.013826294802129269,0.8833440542221069,0
461,0.07544424384832382,0.07706853002309799,0.17714740335941315,0.07049833238124847,0.5998414754867554,2
154,0.2992134988307953,0.6420921683311462,0.019275875762104988,0.02411927841603756,0.015299218706786633,0
736,0.026093438267707825,0.05588528513908386,0.4281403422355652,0.4366627335548401,0.05321817472577095,3
808,0.2032889723777771,0.38531631231307983,0.2681170403957367,0.04104229435324669,0.102235347032547,4
110,0.3413172960281372,0.6022690534591675,0.019595403224229813,0.01923290267586708,0.017585327848792076,0
171,0.5652034878730774,0.3864697217941284,0.010397551581263542,0.014949407428503036,0.022979840636253357,1
502,0.0075972191989421844,0.02565029449760914,0.9366692900657654,0.016189804300665855,0.013893312774598598,2
090,0.7388164401054382,0.07620663195848465,0.005862091202288866,0.020143810659646988,0.15897108614444733,0
646,0.26314449310302734,0.6804690957069397,0.01043909415602684,0.030276760458946228,0.01567060686647892,3
233,0.2879047989845276,0.35201495885849,0.18990014493465424,0.11976078152656555,0.05041930451989174,1
739,0.10771933197975159,0.204889714717865,0.47492843866348267,0.17802824079990387,0.03443429246544838,3
647,0.02995157800614834,0.03863605111837387,0.1177724301815033,0.7482519149780273,0.06538809835910797,3
