file_id_norm,emotion,label_id,split,prob_Cluster 1,prob_Cluster 2,prob_Cluster 3,prob_Cluster 4,prob_Cluster 5
055,Cluster 1,0,train,0.2199362814426422,0.23918987810611725,0.2416919618844986,0.17011700570583344,0.1290649175643921
285,Cluster 2,1,train,0.2115178257226944,0.23708966374397278,0.23381777107715607,0.17930980026721954,0.13826501369476318
378,Cluster 3,2,train,0.21741627156734467,0.23209847509860992,0.24908669292926788,0.17086409032344818,0.13053438067436218
404,Cluster 3,2,train,0.21400663256645203,0.23526501655578613,0.2428264021873474,0.17488178610801697,0.13302020728588104
120,Cluster 1,0,train,0.2186887115240097,0.2379029393196106,0.2399120181798935,0.17189639806747437,0.13159996271133423
078,Cluster 1,0,train,0.21119041740894318,0.23264482617378235,0.24161750078201294,0.17762349545955658,0.1369238644838333
286,Cluster 2,1,train,0.21706603467464447,0.2352684587240219,0.23914554715156555,0.17447100579738617,0.1340489685535431
133,Cluster 1,0,train,0.21827834844589233,0.2332766205072403,0.2452896535396576,0.17158420383930206,0.1315711885690689
462,Cluster 3,2,train,0.21975354850292206,0.23455564677715302,0.25496962666511536,0.1659475564956665,0.12477363646030426
447,Cluster 3,2,train,0.21826699376106262,0.23289115726947784,0.24195633828639984,0.17292891442775726,0.13395659625530243
209,Cluster 2,1,train,0.2124999463558197,0.2343834489583969,0.24235352873802185,0.17582392692565918,0.13493910431861877
189,Cluster 2,1,train,0.220336452126503,0.23895816504955292,0.2437235563993454,0.16921505331993103,0.12776672840118408
180,Cluster 2,1,train,0.2134198397397995,0.23558586835861206,0.2396378219127655,0.17596547305583954,0.13539095222949982
496,Cluster 3,2,train,0.22111544013023376,0.2366870790719986,0.252301961183548,0.16568481922149658,0.12421068549156189
334,Cluster 2,1,train,0.2165537327528,0.23600362241268158,0.2435605227947235,0.17257654666900635,0.131305530667305
064,Cluster 1,0,train,0.2176027148962021,0.23695583641529083,0.24448804557323456,0.17105066776275635,0.12990275025367737
164,Cluster 1,0,train,0.20948632061481476,0.23072709143161774,0.2403792440891266,0.17936596274375916,0.14004136621952057
613,Cluster 4,3,train,0.21556371450424194,0.23737037181854248,0.23920269310474396,0.17440134286880493,0.13346192240715027
559,Cluster 4,3,train,0.21088579297065735,0.23524057865142822,0.23735806345939636,0.17857874929904938,0.1379368156194687
344,Cluster 3,2,train,0.214802086353302,0.22883257269859314,0.2526601552963257,0.17186950147151947,0.1318357288837433
527,Cluster 3,2,train,0.21150080859661102,0.23189295828342438,0.24287448823451996,0.1770285665988922,0.13670317828655243
397,Cluster 3,2,train,0.21911612153053284,0.22865568101406097,0.2501703202724457,0.1707136332988739,0.1313442438840866
603,Cluster 4,3,train,0.2158564031124115,0.23612986505031586,0.2419806271791458,0.17314453423023224,0.1328885704278946
750,Cluster 5,4,train,0.21468062698841095,0.2312636822462082,0.2404216080904007,0.1765962690114975,0.13703782856464386
662,Cluster 4,3,train,0.21103714406490326,0.23528888821601868,0.24056366086006165,0.17716751992702484,0.13594277203083038
562,Cluster 4,3,train,0.21675319969654083,0.230993390083313,0.24391603469848633,0.1734713315963745,0.13486607372760773
812,Cluster 5,4,train,0.21913368999958038,0.22963665425777435,0.2612245976924896,0.16538342833518982,0.12462165206670761
807,Cluster 5,4,train,0.21880123019218445,0.2303006649017334,0.24463798105716705,0.17207002639770508,0.13419009745121002
887,Cluster 5,4,train,0.21682043373584747,0.231148824095726,0.2394859343767166,0.1750345677137375,0.13751015067100525
577,Cluster 4,3,train,0.2125888168811798,0.2346188873052597,0.23984813690185547,0.17719539999961853,0.1357486993074417
040,Cluster 1,0,train,0.2098962515592575,0.2320091724395752,0.2437729388475418,0.17737852036952972,0.13694308698177338
012,Cluster 1,0,train,0.21637313067913055,0.2306842803955078,0.24203947186470032,0.17474806308746338,0.13615506887435913
268,Cluster 2,1,train,0.21537673473358154,0.23705729842185974,0.2384147047996521,0.17473019659519196,0.13442108035087585
560,Cluster 4,3,train,0.21407611668109894,0.2340756356716156,0.24125565588474274,0.17552831768989563,0.13506431877613068
815,Cluster 5,4,train,0.20942318439483643,0.2331434041261673,0.2359096109867096,0.18082697689533234,0.14069682359695435
277,Cluster 2,1,train,0.22003263235092163,0.23877477645874023,0.2405768781900406,0.17051349580287933,0.13010215759277344
387,Cluster 3,2,train,0.21206775307655334,0.2320196032524109,0.2453066110610962,0.17598794400691986,0.13461808860301971
862,Cluster 5,4,train,0.21891489624977112,0.23627422749996185,0.2455344796180725,0.17030197381973267,0.12897443771362305
250,Cluster 2,1,train,0.2159702479839325,0.2374356985092163,0.2409936487674713,0.17343802750110626,0.13216237723827362
553,Cluster 4,3,train,0.21797996759414673,0.2343624234199524,0.2420162409543991,0.17294594645500183,0.13269546627998352
059,Cluster 1,0,train,0.2150251567363739,0.23483985662460327,0.23921582102775574,0.1757899969816208,0.13512912392616272
020,Cluster 1,0,train,0.2181747704744339,0.23923085629940033,0.2367170751094818,0.17362450063228607,0.1322527527809143
240,Cluster 2,1,train,0.2167658507823944,0.23929519951343536,0.23735922574996948,0.17391349375247955,0.13266626000404358
491,Cluster 3,2,train,0.21469944715499878,0.2366560846567154,0.23629967868328094,0.17603550851345062,0.13630932569503784
092,Cluster 1,0,train,0.20835325121879578,0.23489011824131012,0.23857037723064423,0.18017354607582092,0.13801279664039612
004,Cluster 1,0,train,0.21852190792560577,0.24049930274486542,0.24039900302886963,0.17114520072937012,0.12943460047245026
228,Cluster 2,1,train,0.2202528715133667,0.2344323843717575,0.2505166828632355,0.16781917214393616,0.12697888910770416
483,Cluster 3,2,train,0.21706561744213104,0.22986546158790588,0.24794475734233856,0.17238447070121765,0.13273973762989044
316,Cluster 2,1,train,0.21724624931812286,0.2350814789533615,0.26162639260292053,0.1643379032611847,0.12170794606208801
342,Cluster 3,2,train,0.21792669594287872,0.23357261717319489,0.2525317370891571,0.16847725212574005,0.12749171257019043
037,Cluster 1,0,train,0.21275097131729126,0.2361641228199005,0.2357466220855713,0.1779412478208542,0.13739711046218872
138,Cluster 1,0,train,0.2172611504793167,0.23231664299964905,0.24912847578525543,0.17152373492717743,0.12976999580860138
510,Cluster 3,2,train,0.21678344905376434,0.23397906124591827,0.24698223173618317,0.17155979573726654,0.13069550693035126
421,Cluster 3,2,train,0.21952161192893982,0.22874023020267487,0.2502361834049225,0.1703604906797409,0.1311415284872055
797,Cluster 5,4,train,0.21664851903915405,0.23115599155426025,0.24187594652175903,0.17435957491397858,0.1359599530696869
309,Cluster 2,1,train,0.2166031002998352,0.23470012843608856,0.24710401892662048,0.17174118757247925,0.12985163927078247
125,Cluster 1,0,train,0.21061857044696808,0.23681944608688354,0.23986999690532684,0.17742401361465454,0.135267972946167
403,Cluster 3,2,train,0.21585823595523834,0.2355078160762787,0.24383248388767242,0.17282086610794067,0.13198064267635345
853,Cluster 5,4,train,0.21641100943088531,0.23466454446315765,0.24501414597034454,0.17213638126850128,0.13177387416362762
549,Cluster 3,2,train,0.21268391609191895,0.23283423483371735,0.24625512957572937,0.17448069155216217,0.13374604284763336
545,Cluster 3,2,train,0.2199876457452774,0.23570992052555084,0.2510330379009247,0.16723445057868958,0.1260349303483963
838,Cluster 5,4,train,0.21878063678741455,0.2337401807308197,0.24141313135623932,0.17272476851940155,0.13334134221076965
567,Cluster 4,3,train,0.217739999294281,0.23691856861114502,0.251163512468338,0.16848568618297577,0.125692218542099
233,Cluster 2,1,train,0.21597151458263397,0.23455624282360077,0.24459590017795563,0.17300552129745483,0.1318707913160324
402,Cluster 3,2,train,0.21035267412662506,0.23406699299812317,0.24081827700138092,0.17803172767162323,0.13673025369644165
042,Cluster 1,0,train,0.22478464245796204,0.23034021258354187,0.2506120502948761,0.1659352332353592,0.1283278912305832
175,Cluster 2,1,train,0.2147126942873001,0.23243331909179688,0.24059642851352692,0.17599515616893768,0.13626237213611603
608,Cluster 4,3,train,0.21124467253684998,0.23402105271816254,0.2379772812128067,0.1787043958902359,0.13805261254310608
066,Cluster 1,0,train,0.21703310310840607,0.23435842990875244,0.23729628324508667,0.17486025393009186,0.1364518404006958
113,Cluster 1,0,train,0.22090096771717072,0.23225624859333038,0.24851356446743011,0.16843675076961517,0.12989243865013123
388,Cluster 3,2,train,0.21075557172298431,0.2307264804840088,0.24808819591999054,0.1754019558429718,0.13502775132656097
411,Cluster 3,2,train,0.21481668949127197,0.23301024734973907,0.23849718272686005,0.17598794400691986,0.13768786191940308
197,Cluster 2,1,train,0.212686687707901,0.23515662550926208,0.24055756628513336,0.17657344043254852,0.1350257396697998
205,Cluster 2,1,train,0.20971937477588654,0.23134560883045197,0.24058152735233307,0.1793530434370041,0.13900040090084076
609,Cluster 4,3,train,0.21815568208694458,0.23364050686359406,0.2436346560716629,0.17250391840934753,0.13206514716148376
547,Cluster 3,2,train,0.21186742186546326,0.229556143283844,0.25184908509254456,0.1737445890903473,0.1329827755689621
444,Cluster 3,2,train,0.21486765146255493,0.23592086136341095,0.24186673760414124,0.17447105050086975,0.13287365436553955
680,Cluster 4,3,train,0.21706368029117584,0.237258642911911,0.23753996193408966,0.1741843819618225,0.13395333290100098
296,Cluster 2,1,train,0.20881538093090057,0.23531323671340942,0.23770323395729065,0.18012738227844238,0.13804079592227936
119,Cluster 1,0,train,0.2128727287054062,0.23506136238574982,0.23781973123550415,0.17726460099220276,0.13698163628578186
251,Cluster 2,1,train,0.21831774711608887,0.23782244324684143,0.24054200947284698,0.17204919457435608,0.13126853108406067
671,Cluster 4,3,train,0.2210572510957718,0.23060014843940735,0.25131532549858093,0.1680459827184677,0.12898124754428864
328,Cluster 2,1,train,0.21507947146892548,0.23524028062820435,0.24841827154159546,0.17126210033893585,0.12999992072582245
332,Cluster 2,1,train,0.2164829671382904,0.2332296073436737,0.24403126537799835,0.17322681844234467,0.13302935659885406
840,Cluster 5,4,train,0.2128579020500183,0.22682274878025055,0.25095072388648987,0.17461571097373962,0.13475286960601807
686,Cluster 4,3,train,0.21077026426792145,0.23647232353687286,0.23419179022312164,0.17949557304382324,0.13907001912593842
723,Cluster 4,3,train,0.21194657683372498,0.2345767319202423,0.24054409563541412,0.17709895968437195,0.13583368062973022
430,Cluster 3,2,train,0.20933887362480164,0.23335422575473785,0.23912116885185242,0.17944104969501495,0.13874459266662598
307,Cluster 2,1,train,0.21092844009399414,0.2302199900150299,0.24197323620319366,0.1783951222896576,0.1384832262992859
754,Cluster 5,4,train,0.21895663440227509,0.23142634332180023,0.24289511144161224,0.1724233776330948,0.13429848849773407
111,Cluster 1,0,train,0.21580444276332855,0.2358727604150772,0.25057098269462585,0.17045781016349792,0.12729398906230927
902,Cluster 5,4,train,0.21442152559757233,0.22829024493694305,0.24832217395305634,0.17426618933677673,0.13469989597797394
393,Cluster 3,2,train,0.21478334069252014,0.23534494638442993,0.24703019857406616,0.17164774239063263,0.13119378685951233
773,Cluster 5,4,train,0.21487221121788025,0.23140764236450195,0.23764944076538086,0.17689289152622223,0.1391778290271759
345,Cluster 3,2,train,0.21520891785621643,0.22968252003192902,0.2577416002750397,0.16908979415893555,0.12827712297439575
740,Cluster 4,3,train,0.21302130818367004,0.2330499142408371,0.24414971470832825,0.1751750409603119,0.1346040815114975
672,Cluster 4,3,train,0.20574849843978882,0.23403802514076233,0.23385073244571686,0.1834118664264679,0.14295080304145813
727,Cluster 4,3,train,0.2096671760082245,0.23411957919597626,0.23991061747074127,0.1786629557609558,0.13763964176177979
216,Cluster 2,1,train,0.21134094893932343,0.23598583042621613,0.23422765731811523,0.17953749001026154,0.13890807330608368
115,Cluster 1,0,train,0.2230846881866455,0.23203463852405548,0.2486669421195984,0.16774404048919678,0.12846967577934265
252,Cluster 2,1,train,0.2201729565858841,0.23473507165908813,0.24731440842151642,0.16957175731658936,0.12820591032505035
808,Cluster 5,4,val,0.21958237886428833,0.2318403273820877,0.2648584246635437,0.1623598337173462,0.12135903537273407
039,Cluster 1,0,val,0.21795643866062164,0.23462113738059998,0.24566635489463806,0.1709919422864914,0.13076414167881012
266,Cluster 2,1,val,0.2150770127773285,0.23469141125679016,0.2374172806739807,0.176051527261734,0.13676273822784424
044,Cluster 1,0,val,0.20850770175457,0.23401087522506714,0.23505109548568726,0.18191002309322357,0.14052030444145203
380,Cluster 3,2,val,0.2200155109167099,0.2335413694381714,0.25340327620506287,0.1669120192527771,0.12612785398960114
177,Cluster 2,1,val,0.21956214308738708,0.2329627126455307,0.2440100610256195,0.17173321545124054,0.13173191249370575
246,Cluster 2,1,val,0.21276773512363434,0.23469015955924988,0.24502095580101013,0.17457985877990723,0.132941335439682
369,Cluster 3,2,val,0.21744629740715027,0.23632897436618805,0.24874763190746307,0.16980953514575958,0.12766766548156738
338,Cluster 3,2,val,0.21435102820396423,0.23294112086296082,0.24967388808727264,0.17210474610328674,0.13092923164367676
091,Cluster 1,0,val,0.21069563925266266,0.23168382048606873,0.23863138258457184,0.17907068133354187,0.1399184614419937
218,Cluster 2,1,val,0.21694661676883698,0.22840118408203125,0.25521141290664673,0.16992031037807465,0.1295204907655716
514,Cluster 3,2,val,0.22152455151081085,0.23349601030349731,0.25491979718208313,0.1653764396905899,0.1246832087635994
129,Cluster 1,0,val,0.21896478533744812,0.23082374036312103,0.2510516345500946,0.16936291754245758,0.12979690730571747
886,Cluster 5,4,val,0.2139141708612442,0.22949571907520294,0.241053506731987,0.17677564918994904,0.13876096904277802
783,Cluster 5,4,val,0.2148796170949936,0.2347480207681656,0.24271553754806519,0.17422929406166077,0.13342750072479248
579,Cluster 4,3,val,0.21484075486660004,0.2315303087234497,0.25116291642189026,0.17187297344207764,0.13059304654598236
707,Cluster 4,3,val,0.2138773500919342,0.23777596652507782,0.2379201352596283,0.17571023106575012,0.13471628725528717
597,Cluster 4,3,val,0.2160523384809494,0.23668451607227325,0.23932914435863495,0.17386476695537567,0.13406923413276672
433,Cluster 3,2,val,0.21726788580417633,0.2361399084329605,0.2373959720134735,0.17408032715320587,0.13511593639850616
449,Cluster 3,2,test,0.21588049829006195,0.23489294946193695,0.24347950518131256,0.17300638556480408,0.13274069130420685
571,Cluster 4,3,test,0.21708278357982635,0.23414167761802673,0.24911683797836304,0.17034469544887543,0.12931403517723083
536,Cluster 3,2,test,0.21627163887023926,0.23600386083126068,0.2435707002878189,0.17246195673942566,0.13169188797473907
693,Cluster 4,3,test,0.21983452141284943,0.23014743626117706,0.2522682845592499,0.16833627223968506,0.12941350042819977
741,Cluster 5,4,test,0.2098807841539383,0.23383910953998566,0.23903727531433105,0.17875832319259644,0.13848453760147095
435,Cluster 3,2,test,0.22259841859340668,0.2356814295053482,0.24626635015010834,0.16732867062091827,0.12812504172325134
099,Cluster 1,0,test,0.21270997822284698,0.23637661337852478,0.23703117668628693,0.17760491371154785,0.13627730309963226
183,Cluster 2,1,test,0.2139703929424286,0.23527798056602478,0.2391512542963028,0.176111102104187,0.13548928499221802
139,Cluster 1,0,test,0.2158951759338379,0.23800218105316162,0.24020764231681824,0.1736549586057663,0.13224002718925476
194,Cluster 2,1,test,0.2109488993883133,0.23583926260471344,0.23637346923351288,0.17905789613723755,0.13778042793273926
253,Cluster 2,1,test,0.2162279337644577,0.23517534136772156,0.2410186529159546,0.1739903688430786,0.1335877925157547
541,Cluster 3,2,test,0.21185141801834106,0.23075798153877258,0.25185397267341614,0.17322279512882233,0.1323137879371643
864,Cluster 5,4,test,0.2202768623828888,0.23237590491771698,0.2503705322742462,0.16847892105579376,0.12849777936935425
072,Cluster 1,0,test,0.21800275146961212,0.23203124105930328,0.24649889767169952,0.17141875624656677,0.13204830884933472
117,Cluster 1,0,test,0.2148796170949936,0.2347480207681656,0.24271553754806519,0.17422929406166077,0.13342750072479248
198,Cluster 2,1,test,0.21662145853042603,0.2368764728307724,0.24552036821842194,0.1712183952331543,0.12976336479187012
272,Cluster 2,1,test,0.21565088629722595,0.23300457000732422,0.2415795922279358,0.1746359020471573,0.13512912392616272
626,Cluster 4,3,test,0.22030967473983765,0.2368173599243164,0.2426183819770813,0.1700153350830078,0.13023929297924042
400,Cluster 3,2,test,0.21714629232883453,0.2352980226278305,0.24258385598659515,0.17301245033740997,0.13195936381816864
063,Cluster 1,0,test,0.21545077860355377,0.2320527583360672,0.24378572404384613,0.17468790709972382,0.13402286171913147
